year,franchID,Last Year Rank,Last Year Playoff,Last Year W%,Last Year l%,Last Year Points,Last Year GF,Last Year GA,Last Year PIM,EGF,EPPG,EPIM,NewCoach,NumGoalies,EGA,NumPicks,HighPick,Playoff
2009,PHI,3,1,0.329268293,0.536585366,99,236,225,1434,259,71,1341,0,5,229,0,60,1
2010,PHI,3,1,0.426829268,0.5,88,259,223,1362,225,68,1125,0,3,217,0,60,1
1989,PHI,4,1,0.45,0.45,80,290,297,2317,306,98,2295,0,4,279,0,60,0
1974,PHI,1,1,0.205128205,0.641025641,112,293,181,1750,269,60,1688,0,3,162,0,60,1
1983,PHI,1,1,0.2875,0.6125,106,350,290,1337,316,60,1301,1,2,237,0,60,1
1973,PHI,2,1,0.384615385,0.474358974,85,273,164,1756,296,74,1711,0,2,252,0,60,1
1997,PHI,2,1,0.292682927,0.548780488,103,242,193,1699,262,47,1659,1,3,211,0,60,1
1993,PHI,5,0,0.44047619,0.428571429,83,294,314,1887,301,72,1756,1,3,313,0,60,0
1994,PHI,6,0,0.464285714,0.416666667,80,150,132,1697,276,80,1522,0,2,304,0,60,1
1984,PHI,3,1,0.325,0.55,98,348,241,1488,303,55,1298,0,3,285,0,60,1
2003,PHO,4,0,0.426829268,0.37804878,78,188,245,1433,201,55,1397,1,5,221,0,60,0
1997,PHO,3,1,0.451219512,0.463414634,83,224,227,1582,239,65,1535,0,3,235,0,60,1
1994,PHO,6,0,0.607142857,0.285714286,57,157,177,2143,243,80,2082,1,2,338,0,60,0
1984,PHO,4,1,0.475,0.3875,73,358,332,1579,340,80,1545,0,3,372,0,60,1
1971,PIT,6,0,0.474358974,0.269230769,62,220,258,1079,193,48,858,0,3,240,0,60,1
2008,PIT,1,1,0.329268293,0.573170732,102,264,239,1179,240,77,1151,0,4,207,0,60,1
1981,PIT,3,1,0.4625,0.375,73,310,337,1807,273,84,1695,0,4,338,0,60,1
1978,PIT,4,0,0.4625,0.3125,68,281,279,1300,230,48,1241,0,3,317,0,60,1
1977,PIT,3,1,0.4125,0.425,81,254,321,669,234,46,636,0,4,249,0,60,0
1972,PIT,4,1,0.487179487,0.333333333,66,257,265,978,210,43,950,1,4,250,0,60,0
1979,PIT,2,1,0.3875,0.45,85,251,303,1039,274,55,994,1,3,274,0,60,1
2009,SJS,1,1,0.219512195,0.646341463,117,264,215,1053,238,86,899,0,2,197,0,60,1
2008,SJS,1,1,0.280487805,0.597560976,108,257,204,1075,205,68,943,0,2,181,0,60,1
2011,SJS,1,1,0.304878049,0.585365854,105,228,210,931,239,68,849,1,2,204,0,60,1
2000,SJS,4,1,0.365853659,0.426829268,87,217,192,1292,221,62,1112,0,3,209,0,60,1
1975,STL,2,1,0.3875,0.4375,84,249,290,1275,263,48,1239,0,4,266,0,60,1
2001,STL,2,1,0.268292683,0.524390244,103,227,188,1345,249,72,1325,0,3,186,0,60,1
1982,STL,3,1,0.5,0.4,72,285,316,1579,312,74,1485,1,3,344,0,60,1
1983,STL,4,1,0.5,0.3125,65,293,316,1281,274,63,1186,0,3,309,0,60,1
1993,STL,4,1,0.428571429,0.44047619,85,270,283,1889,282,93,1819,1,2,270,0,60,1
1994,STL,4,1,0.392857143,0.476190476,91,178,135,1659,265,85,1535,0,3,282,0,60,1
1997,STL,4,1,0.426829268,0.43902439,83,256,204,1336,229,50,1201,0,3,233,0,60,1
1974,STL,6,0,0.512820513,0.333333333,64,269,267,1147,188,38,1106,1,3,243,0,60,1
1984,STL,2,1,0.5125,0.4,71,299,288,1614,280,75,1578,0,4,308,0,60,1
1990,STL,2,1,0.425,0.4625,83,310,250,1809,295,79,1797,0,3,275,0,60,1
1991,STL,2,1,0.275,0.5875,105,279,266,1987,297,70,1889,1,4,248,0,60,1
1992,STL,3,1,0.4125,0.45,83,282,278,2041,279,69,2021,0,2,260,0,60,1
2011,STL,4,0,0.402439024,0.463414634,87,210,165,1225,233,51,1179,1,3,222,0,60,1
1985,STL,1,1,0.3875,0.4625,86,302,291,1301,288,66,1235,1,3,283,0,60,1
1995,STL,2,1,0.3125,0.583333333,61,219,248,1077,174,36,1022,0,4,135,0,60,1
2002,STL,2,1,0.329268293,0.524390244,98,253,222,1343,221,60,1300,0,7,181,0,60,1
2003,TBL,1,1,0.304878049,0.43902439,93,245,192,1079,216,70,1005,0,2,203,0,60,1
1999,TBL,4,0,0.658536585,0.231707317,47,204,310,1316,172,41,1212,0,6,287,0,60,0
2007,TBL,2,1,0.402439024,0.536585366,93,223,267,897,229,67,855,1,4,250,0,60,0
2002,TBL,3,0,0.487804878,0.329268293,69,219,210,1072,168,46,1013,0,4,209,0,60,1
2003,TOR,2,1,0.341463415,0.536585366,98,242,204,1390,210,58,1262,0,3,204,0,60,1
1971,TOR,4,1,0.423076923,0.474358974,82,209,208,1133,241,53,1119,0,2,206,0,60,1
2010,TOR,5,0,0.463414634,0.365853659,74,218,251,1091,201,44,901,0,3,252,0,60,0
1976,TOR,3,1,0.3875,0.425,83,301,285,1368,294,67,1272,1,3,270,0,60,1
1978,TOR,3,1,0.3625,0.5125,92,267,252,1258,268,56,1161,1,3,229,0,60,1
1980,TOR,4,1,0.5,0.4375,75,322,367,1158,302,68,1138,1,6,321,0,60,1
1997,TOR,6,0,0.536585366,0.365853659,68,194,237,1331,223,46,1187,1,3,265,0,60,0
2007,TOR,3,0,0.37804878,0.487804878,91,231,260,1139,234,65,1048,1,3,253,0,60,0
1991,TOR,5,0,0.575,0.2875,57,234,294,1962,229,57,1936,1,4,311,0,60,0
1996,TOR,3,1,0.43902439,0.414634146,80,230,273,1742,245,82,1710,0,3,247,0,60,0
2010,VAN,1,1,0.341463415,0.597560976,103,262,185,1269,261,66,1241,0,2,211,0,60,1
1976,VAN,2,1,0.4,0.4125,81,235,294,1122,251,66,1034,0,3,269,0,60,0
1987,VAN,5,0,0.5375,0.3625,66,272,320,1917,281,81,1775,0,4,306,0,60,0
1974,VAN,7,0,0.551282051,0.307692308,59,271,254,952,207,54,900,0,3,291,0,60,1
1995,VAN,2,1,0.375,0.375,48,278,278,1093,147,47,1027,1,2,146,0,60,1
2002,VAN,2,1,0.365853659,0.512195122,94,264,208,1342,248,65,1296,0,4,206,0,60,1
1998,WAS,3,1,0.365853659,0.487804878,92,200,218,1198,217,55,1150,0,4,194,0,60,0
2001,WAS,1,1,0.329268293,0.5,96,228,240,1141,228,73,1093,1,3,204,0,60,0
1987,WAS,2,1,0.4,0.475,86,281,249,1720,284,65,1694,0,3,271,0,60,1
1983,WAS,3,1,0.3125,0.4875,94,308,226,1329,288,72,1286,0,4,276,0,60,1
2011,WAS,1,1,0.280487805,0.585365854,107,222,230,926,216,46,882,1,3,190,0,60,1
2007,WPG,1,1,0.341463415,0.524390244,97,216,272,1097,217,61,967,1,3,234,0,60,0
